Symbols,SystemInstrument,Fortrade,GCM
GBP_AUD,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_USD,_t -> EntityPartVariableSpread; MinSpread -> 3; MaxSpread -> -1; BidMarkup -> -1; AskMarkup -> 2; ,_t -> EntityPartVariableSpread; MinSpread -> 15; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GBP_SGD,_t -> EntityPartVariableSpread; MinSpread -> 700; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 700; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GBP_USD,_t -> EntityPartVariableSpread; MinSpread -> 6; MaxSpread -> -1; BidMarkup -> -3; AskMarkup -> 4; ,_t -> EntityPartVariableSpread; MinSpread -> 15; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_ILS,_t -> EntityPartVariableSpread; MinSpread -> 600; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 1600; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
CAD_JPY,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_HUF,_t -> EntityPartVariableSpread; MinSpread -> 750; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 750; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GAU_TRY - Panda,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
GBP_NZD,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 60; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_CNH,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> -200; AskMarkup -> 200; ,_t -> EntityPartVariableSpread; MinSpread -> 450; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
XAU_EUR-Panda,_t -> EntityPartVariableSpread; MinSpread -> 100; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
NZD_CAD,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 35; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_PLN,_t -> EntityPartVariableSpread; MinSpread -> 450; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 450; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GBP_TRY,_t -> EntityPartVariableSpread; MinSpread -> 150; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_PLN,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_ZAR,_t -> EntityPartVariableSpread; MinSpread -> 2500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 2500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_DKK,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 200; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_RUB,_t -> EntityPartVariableSpread; MinSpread -> 2000; MaxSpread -> -1; BidMarkup -> -3000; AskMarkup -> 3000; ,_t -> EntityPartVariableSpread; MinSpread -> 7000; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_HKD,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
XAG_USD,_t -> EntityPartVariableSpread; MinSpread -> 4; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
XAU_USD,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
PALLADIUM,_t -> EntityPartVariableSpread; MinSpread -> 250; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
SOYBEAN,_t -> EntityPartVariableSpread; MinSpread -> 75; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
AUD_USD,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -2; AskMarkup -> 4; ,_t -> EntityPartVariableSpread; MinSpread -> 10; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
CAD_CHF,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 50; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_CHF,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -6; AskMarkup -> 6; ,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_SEK,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
AUD_JPY,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -2; AskMarkup -> 2; ,_t -> EntityPartVariableSpread; MinSpread -> 15; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_SEK,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GBP_JPY,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_AUD,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 15; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_TRY,_t -> EntityPartVariableSpread; MinSpread -> 80; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 300; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
NZD_JPY,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 25; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_SGD,_t -> EntityPartVariableSpread; MinSpread -> 80; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 80; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
AUD_CHF,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
AUD_CAD,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
AUD_NZD,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -1; AskMarkup -> 1; ,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_NOK,_t -> EntityPartVariableSpread; MinSpread -> 900; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 400; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GAU_USD Panda,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
CHF_JPY,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_CAD,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 65; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
GBP_CHF,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 50; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_CHF,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -6; AskMarkup -> 6; ,_t -> EntityPartVariableSpread; MinSpread -> 25; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_HUF,_t -> EntityPartVariableSpread; MinSpread -> 750; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 750; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_MXN,_t -> EntityPartVariableSpread; MinSpread -> 1000; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 1000; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_DKK,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 300; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
NZD_USD,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -2; AskMarkup -> 3; ,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_JPY,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -4; AskMarkup -> 4; ,_t -> EntityPartVariableSpread; MinSpread -> 15; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
XAU_GBP Panda,_t -> EntityPartVariableSpread; MinSpread -> 60; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
USD_TRY,_t -> EntityPartVariableSpread; MinSpread -> 50; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 200; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_NOK,_t -> EntityPartVariableSpread; MinSpread -> 1000; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 1000; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_JPY,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -3; AskMarkup -> 3; ,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_GBP,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -3; AskMarkup -> 3; ,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
EUR_NZD,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 35; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
NZD_CHF,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_ILS,_t -> EntityPartVariableSpread; MinSpread -> 600; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 1600; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
XAU_TRY - Panda,_t -> EntityPartVariableSpread; MinSpread -> 450; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
GBP_CAD,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> -5; AskMarkup -> 5; ,_t -> EntityPartVariableSpread; MinSpread -> 50; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
USD_ZAR,_t -> EntityPartVariableSpread; MinSpread -> 1000; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
USD_CAD,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> -3; AskMarkup -> 3; ,_t -> EntityPartVariableSpread; MinSpread -> 25; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default
TRYBASK,_t -> EntityPartVariableSpread; MinSpread -> 250; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
CrudeOIL,_t -> EntityPartVariableSpread; MinSpread -> 1; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
HEATING_OIL,_t -> EntityPartVariableSpread; MinSpread -> 21; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
ASX200,_t -> EntityPartVariableSpread; MinSpread -> 50; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,_t -> EntityPartVariableSpread; MinSpread -> 30; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Instrument Does Not Exist
#ALIBABA,_t -> EntityPartVariableSpread; MinSpread -> 40; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
CORN,_t -> EntityPartVariableSpread; MinSpread -> 75; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
HSI,_t -> EntityPartVariableSpread; MinSpread -> 25; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
SUGAR#11,_t -> EntityPartVariableSpread; MinSpread -> 9; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
#VRX,_t -> EntityPartVariableSpread; MinSpread -> 41; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
#NDA-SEK,_t -> EntityPartVariableSpread; MinSpread -> 31; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#SIE,_t -> EntityPartVariableSpread; MinSpread -> 101; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Use SystemInstrumet Default
#RIO,_t -> EntityPartVariableSpread; MinSpread -> 700; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#ADM,_t -> EntityPartVariableSpread; MinSpread -> 100; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#BNZL,_t -> EntityPartVariableSpread; MinSpread -> 200; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#FRES,_t -> EntityPartVariableSpread; MinSpread -> 250; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#CNA,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#HIK,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#KGF,_t -> EntityPartVariableSpread; MinSpread -> 20; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#LAND,_t -> EntityPartVariableSpread; MinSpread -> 200; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#RRS,_t -> EntityPartVariableSpread; MinSpread -> 500; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
#SGE,_t -> EntityPartVariableSpread; MinSpread -> 50; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Use SystemInstrumet Default,Instrument Does Not Exist
OIH,_t -> EntityPartVariableSpread; MinSpread -> 0; MaxSpread -> -1; BidMarkup -> 0; AskMarkup -> 0; ,Instrument Does Not Exist,Instrument Does Not Exist
